cliente_id,idade,estado_residencia,qtd_produtos_adquiridos,categoria_fidelidade
CLI-14075,55,Minas Gerais (MG),2,Silver
CLI-72871,63,Rio de Janeiro (RJ),2,Silver
CLI-81691,64,Minas Gerais (MG),3,Gold
CLI-86547,51,Minas Gerais (MG),2,Silver
CLI-16732,34,Bahia (BA),1,Silver
CLI-99771,56,Rio de Janeiro (RJ),3,Gold
CLI-45589,23,Minas Gerais (MG),2,Silver
CLI-67263,32,Bahia (BA),3,Gold
CLI-64171,62,Paraná (PR),1,Silver
CLI-82616,21,São Paulo (SP),4,Gold
CLI-71256,36,Minas Gerais (MG),3,Gold
CLI-24439,61,Minas Gerais (MG),4,Gold
CLI-95383,24,Rio de Janeiro (RJ),3,Gold
CLI-61600,21,Minas Gerais (MG),4,Gold
CLI-96109,65,Bahia (BA),4,Gold
CLI-61618,61,Bahia (BA),4,Gold
CLI-22526,32,Minas Gerais (MG),3,Gold
CLI-86588,41,Paraná (PR),4,Gold
CLI-48819,53,Rio de Janeiro (RJ),4,Gold
CLI-39424,58,Minas Gerais (MG),1,Silver
CLI-63556,61,Rio de Janeiro (RJ),4,Gold
CLI-16112,35,Rio de Janeiro (RJ),2,Silver
CLI-36026,26,Bahia (BA),1,Silver
CLI-62598,56,Paraná (PR),3,Gold
CLI-43916,52,São Paulo (SP),4,Gold
CLI-68432,50,Minas Gerais (MG),1,Silver
CLI-91819,48,São Paulo (SP),4,Gold
CLI-91832,59,Minas Gerais (MG),2,Silver
CLI-28576,46,Bahia (BA),1,Silver
CLI-76589,31,Bahia (BA),2,Silver
CLI-75570,32,Bahia (BA),3,Gold
CLI-25126,46,Paraná (PR),1,Silver
CLI-67763,33,Rio de Janeiro (RJ),4,Gold
CLI-53742,43,Bahia (BA),2,Silver
CLI-81447,54,Rio de Janeiro (RJ),1,Silver
CLI-34177,21,Bahia (BA),4,Gold
CLI-49079,29,Bahia (BA),4,Gold
CLI-71377,64,Minas Gerais (MG),3,Gold
CLI-18203,19,Rio de Janeiro (RJ),2,Silver
CLI-55925,32,São Paulo (SP),3,Gold
CLI-20684,44,Rio de Janeiro (RJ),3,Gold
CLI-62304,51,São Paulo (SP),4,Gold
CLI-27760,64,Bahia (BA),3,Gold
CLI-28396,62,Rio de Janeiro (RJ),1,Silver
CLI-86589,34,São Paulo (SP),1,Silver
CLI-88328,60,Rio de Janeiro (RJ),3,Gold
CLI-50087,51,São Paulo (SP),4,Gold
CLI-30761,25,Rio de Janeiro (RJ),4,Gold
CLI-64590,31,Minas Gerais (MG),2,Silver
CLI-80725,47,Bahia (BA),2,Silver
CLI-74705,23,Rio de Janeiro (RJ),2,Silver
CLI-64225,34,Bahia (BA),1,Silver
CLI-44143,59,São Paulo (SP),2,Silver
CLI-78791,60,Bahia (BA),3,Gold
CLI-92880,56,Bahia (BA),3,Gold
CLI-23976,27,Minas Gerais (MG),2,Silver
CLI-51966,27,São Paulo (SP),2,Silver
CLI-64363,63,Minas Gerais (MG),2,Silver
CLI-81206,22,Rio de Janeiro (RJ),1,Silver
CLI-23361,41,Rio de Janeiro (RJ),4,Gold
CLI-77376,62,Bahia (BA),1,Silver
CLI-71010,30,Bahia (BA),1,Silver
CLI-75249,46,Paraná (PR),1,Silver
CLI-49060,27,Bahia (BA),2,Silver
CLI-70411,46,Rio de Janeiro (RJ),1,Silver
CLI-21816,51,São Paulo (SP),4,Gold
CLI-65429,34,São Paulo (SP),1,Silver
CLI-46273,40,Rio de Janeiro (RJ),3,Gold
CLI-90706,41,Paraná (PR),4,Gold
CLI-88363,65,Rio de Janeiro (RJ),4,Gold
CLI-25158,21,Minas Gerais (MG),4,Gold
CLI-63872,29,Minas Gerais (MG),4,Gold
CLI-34010,63,Minas Gerais (MG),2,Silver
CLI-64471,39,Minas Gerais (MG),2,Silver
CLI-18459,20,Minas Gerais (MG),3,Gold
CLI-16655,63,Minas Gerais (MG),2,Silver
CLI-55450,47,Minas Gerais (MG),2,Silver
CLI-22099,25,Minas Gerais (MG),4,Gold
CLI-30891,37,Rio de Janeiro (RJ),4,Gold
CLI-42756,21,Minas Gerais (MG),4,Gold
CLI-11767,52,Paraná (PR),3,Gold
CLI-18211,56,Minas Gerais (MG),3,Gold
CLI-76470,28,Paraná (PR),3,Gold
CLI-40998,65,Rio de Janeiro (RJ),4,Gold
CLI-97890,45,Rio de Janeiro (RJ),4,Gold
CLI-40108,20,Rio de Janeiro (RJ),3,Gold
CLI-70977,48,Minas Gerais (MG),3,Gold
CLI-46928,25,Paraná (PR),4,Gold
CLI-95712,45,Rio de Janeiro (RJ),4,Gold
CLI-24131,54,Minas Gerais (MG),1,Silver
CLI-10657,19,Paraná (PR),2,Silver
CLI-96648,56,Rio de Janeiro (RJ),3,Gold
CLI-78216,28,Rio de Janeiro (RJ),3,Gold
CLI-90977,26,Bahia (BA),1,Silver
CLI-70146,21,Minas Gerais (MG),4,Gold
CLI-29363,28,São Paulo (SP),3,Gold
CLI-95518,48,Paraná (PR),3,Gold
CLI-52756,25,Minas Gerais (MG),4,Gold
CLI-56122,22,São Paulo (SP),1,Silver
CLI-61653,38,Rio de Janeiro (RJ),1,Silver
CLI-60407,35,Rio de Janeiro (RJ),2,Silver
CLI-71964,42,Paraná (PR),1,Silver
CLI-39436,22,Minas Gerais (MG),1,Silver
CLI-75753,61,Paraná (PR),4,Gold
CLI-63158,25,São Paulo (SP),4,Gold
CLI-60501,25,Rio de Janeiro (RJ),4,Gold
CLI-63944,33,São Paulo (SP),4,Gold
CLI-92863,47,São Paulo (SP),4,Gold
CLI-95618,61,Bahia (BA),4,Gold
CLI-58949,61,Bahia (BA),4,Gold
CLI-90921,30,Paraná (PR),1,Silver
CLI-43775,22,Paraná (PR),1,Silver
CLI-96013,26,Paraná (PR),1,Silver
CLI-13734,42,Minas Gerais (MG),1,Silver
CLI-15094,60,Bahia (BA),3,Gold
CLI-25337,43,Minas Gerais (MG),2,Silver
CLI-16332,32,Rio de Janeiro (RJ),3,Gold
CLI-38797,39,Rio de Janeiro (RJ),2,Silver
CLI-64368,47,São Paulo (SP),4,Gold
CLI-15222,47,Bahia (BA),2,Silver
CLI-54026,35,Paraná (PR),2,Silver
CLI-74343,38,Minas Gerais (MG),1,Silver
CLI-95797,56,São Paulo (SP),3,Gold
CLI-72999,40,São Paulo (SP),4,Gold
CLI-85866,54,Paraná (PR),1,Silver
CLI-82771,54,Rio de Janeiro (RJ),1,Silver
CLI-86587,36,Bahia (BA),3,Gold
CLI-23355,35,Minas Gerais (MG),2,Silver
CLI-89842,57,Paraná (PR),4,Gold
CLI-39686,33,Paraná (PR),4,Gold
CLI-68518,31,Bahia (BA),2,Silver
CLI-54798,26,São Paulo (SP),1,Silver
CLI-67199,25,Minas Gerais (MG),4,Gold
CLI-75198,37,São Paulo (SP),4,Gold
CLI-17892,50,Rio de Janeiro (RJ),1,Silver
CLI-86611,28,São Paulo (SP),3,Gold
CLI-15625,24,Rio de Janeiro (RJ),3,Gold
CLI-31349,26,Minas Gerais (MG),1,Silver
CLI-90976,55,Minas Gerais (MG),2,Silver
CLI-92087,40,São Paulo (SP),4,Gold
CLI-36881,54,Rio de Janeiro (RJ),1,Silver
CLI-73167,25,Minas Gerais (MG),4,Gold
CLI-42845,42,Minas Gerais (MG),1,Silver
CLI-36719,32,Rio de Janeiro (RJ),3,Gold
CLI-86550,65,Paraná (PR),4,Gold
CLI-36131,24,São Paulo (SP),3,Gold
CLI-66616,29,Minas Gerais (MG),4,Gold
CLI-42465,44,Bahia (BA),3,Gold
CLI-47186,24,Rio de Janeiro (RJ),3,Gold
CLI-29677,60,Minas Gerais (MG),3,Gold
CLI-46225,49,Minas Gerais (MG),4,Gold
CLI-18659,63,Rio de Janeiro (RJ),2,Silver
CLI-47968,28,São Paulo (SP),3,Gold
CLI-77511,33,Paraná (PR),4,Gold
CLI-33215,58,Rio de Janeiro (RJ),1,Silver
CLI-22776,37,Minas Gerais (MG),4,Gold
CLI-39794,46,Paraná (PR),1,Silver
CLI-58405,44,São Paulo (SP),4,Gold
CLI-10530,45,São Paulo (SP),4,Gold
CLI-75639,46,Minas Gerais (MG),1,Silver
CLI-32671,26,São Paulo (SP),1,Silver
CLI-97147,30,São Paulo (SP),1,Silver
CLI-39517,38,Bahia (BA),1,Silver
CLI-23729,25,Minas Gerais (MG),4,Gold
CLI-85478,58,Rio de Janeiro (RJ),1,Silver
CLI-61849,18,São Paulo (SP),1,Silver
CLI-77964,57,São Paulo (SP),4,Gold
CLI-39853,61,Bahia (BA),4,Gold
CLI-54689,42,São Paulo (SP),4,Gold
CLI-61075,48,Minas Gerais (MG),3,Gold
CLI-47251,25,São Paulo (SP),4,Gold
CLI-46345,58,Bahia (BA),1,Silver
CLI-44983,23,Paraná (PR),2,Silver
CLI-99566,47,Minas Gerais (MG),2,Silver
CLI-77934,55,Rio de Janeiro (RJ),2,Silver
CLI-77302,49,Paraná (PR),4,Gold
CLI-17767,40,Minas Gerais (MG),3,Gold
CLI-45154,46,Bahia (BA),1,Silver
CLI-67889,61,Bahia (BA),4,Gold
CLI-23490,30,Minas Gerais (MG),1,Silver
CLI-34674,30,Rio de Janeiro (RJ),1,Silver
CLI-50316,38,Paraná (PR),1,Silver
CLI-17710,65,Rio de Janeiro (RJ),4,Gold
CLI-56848,45,Paraná (PR),4,Gold
CLI-60992,40,Rio de Janeiro (RJ),3,Gold
CLI-86165,40,Bahia (BA),3,Gold
CLI-67652,26,Rio de Janeiro (RJ),1,Silver
CLI-30061,24,São Paulo (SP),3,Gold
CLI-16369,18,Rio de Janeiro (RJ),1,Silver
CLI-25633,46,Paraná (PR),1,Silver
CLI-46221,60,Minas Gerais (MG),3,Gold
CLI-97580,28,Rio de Janeiro (RJ),3,Gold
CLI-44507,24,São Paulo (SP),3,Gold
CLI-67802,45,São Paulo (SP),4,Gold
CLI-73596,57,Paraná (PR),4,Gold
CLI-16477,63,São Paulo (SP),2,Silver
CLI-15503,28,Bahia (BA),3,Gold
CLI-51026,46,Minas Gerais (MG),1,Silver
CLI-41837,30,São Paulo (SP),1,Silver
CLI-65767,18,Minas Gerais (MG),1,Silver
CLI-50441,38,Rio de Janeiro (RJ),1,Silver
CLI-93812,58,Rio de Janeiro (RJ),1,Silver
CLI-43194,47,Minas Gerais (MG),2,Silver
CLI-41854,57,São Paulo (SP),4,Gold
CLI-96682,44,Paraná (PR),3,Gold
CLI-75193,60,Paraná (PR),3,Gold
CLI-37631,21,Minas Gerais (MG),4,Gold
CLI-77069,59,São Paulo (SP),2,Silver
CLI-38547,38,Paraná (PR),1,Silver
CLI-22970,52,Minas Gerais (MG),3,Gold
CLI-13765,23,Minas Gerais (MG),2,Silver
CLI-77914,19,Rio de Janeiro (RJ),2,Silver
CLI-47917,65,São Paulo (SP),4,Gold
CLI-84245,57,Paraná (PR),4,Gold
CLI-37331,64,Bahia (BA),3,Gold
CLI-72065,57,Bahia (BA),4,Gold
CLI-78262,53,Paraná (PR),4,Gold
CLI-53551,54,Bahia (BA),1,Silver
CLI-91941,62,Bahia (BA),1,Silver
CLI-90072,19,Paraná (PR),2,Silver
CLI-10485,53,Rio de Janeiro (RJ),4,Gold
CLI-62508,55,Rio de Janeiro (RJ),2,Silver
CLI-86410,31,Rio de Janeiro (RJ),2,Silver
CLI-93637,19,Paraná (PR),2,Silver
CLI-14482,43,Paraná (PR),2,Silver
CLI-34839,37,São Paulo (SP),4,Gold
CLI-44031,27,Rio de Janeiro (RJ),2,Silver
CLI-44194,36,Bahia (BA),3,Gold
CLI-36925,52,São Paulo (SP),4,Gold
CLI-78137,32,Bahia (BA),3,Gold
CLI-56343,56,Paraná (PR),3,Gold
CLI-70549,37,Rio de Janeiro (RJ),4,Gold
CLI-83685,28,Minas Gerais (MG),3,Gold
CLI-47085,65,Paraná (PR),4,Gold
CLI-21003,33,Rio de Janeiro (RJ),4,Gold
CLI-32711,62,Paraná (PR),1,Silver
CLI-91927,60,Minas Gerais (MG),3,Gold
CLI-14894,37,Paraná (PR),4,Gold
CLI-43127,47,Rio de Janeiro (RJ),2,Silver
CLI-11445,54,Paraná (PR),1,Silver
CLI-70129,33,Minas Gerais (MG),4,Gold
CLI-74576,52,Bahia (BA),3,Gold
CLI-53678,38,Bahia (BA),1,Silver
CLI-90097,53,Bahia (BA),4,Gold
CLI-56735,42,Rio de Janeiro (RJ),1,Silver
CLI-98675,25,Rio de Janeiro (RJ),4,Gold
CLI-80089,63,São Paulo (SP),2,Silver
CLI-19034,24,Bahia (BA),3,Gold
CLI-37317,64,Rio de Janeiro (RJ),3,Gold
CLI-72686,30,Rio de Janeiro (RJ),1,Silver
CLI-52064,32,Bahia (BA),3,Gold
CLI-63010,52,Paraná (PR),3,Gold
CLI-15213,32,São Paulo (SP),3,Gold
CLI-74665,22,São Paulo (SP),1,Silver
CLI-43702,39,Minas Gerais (MG),2,Silver
CLI-44629,52,Minas Gerais (MG),3,Gold
CLI-60793,29,Bahia (BA),4,Gold
CLI-87903,20,Bahia (BA),3,Gold
CLI-35974,47,Paraná (PR),2,Silver
CLI-79962,38,Paraná (PR),1,Silver
CLI-78264,54,São Paulo (SP),4,Gold
CLI-73929,30,Bahia (BA),1,Silver
CLI-51011,59,Rio de Janeiro (RJ),2,Silver
CLI-67298,18,Paraná (PR),1,Silver
CLI-88811,42,São Paulo (SP),4,Gold
CLI-92586,54,Paraná (PR),1,Silver
CLI-96057,62,Minas Gerais (MG),1,Silver
CLI-18658,42,Minas Gerais (MG),1,Silver
CLI-36573,23,São Paulo (SP),2,Silver
CLI-84539,60,Paraná (PR),3,Gold
CLI-45234,55,Bahia (BA),2,Silver
CLI-39907,45,São Paulo (SP),4,Gold
CLI-50838,20,Rio de Janeiro (RJ),3,Gold
CLI-26004,61,Minas Gerais (MG),4,Gold
CLI-54008,18,Rio de Janeiro (RJ),1,Silver
CLI-83918,51,Bahia (BA),2,Silver
CLI-97718,31,São Paulo (SP),2,Silver
CLI-27429,47,Paraná (PR),2,Silver
CLI-74802,20,Minas Gerais (MG),3,Gold
CLI-15287,22,São Paulo (SP),1,Silver
CLI-65909,54,Paraná (PR),1,Silver
CLI-36504,37,São Paulo (SP),4,Gold
CLI-86045,19,Minas Gerais (MG),2,Silver
CLI-19161,41,Rio de Janeiro (RJ),4,Gold
CLI-71275,56,Bahia (BA),3,Gold
CLI-20147,49,Bahia (BA),4,Gold
CLI-28806,37,Rio de Janeiro (RJ),4,Gold
CLI-87843,32,Minas Gerais (MG),3,Gold
CLI-11545,35,Minas Gerais (MG),2,Silver
CLI-59869,42,São Paulo (SP),4,Gold
CLI-29724,23,Minas Gerais (MG),2,Silver
CLI-61317,42,Rio de Janeiro (RJ),1,Silver
CLI-79437,58,Minas Gerais (MG),1,Silver
CLI-23751,61,Minas Gerais (MG),4,Gold
CLI-52581,39,Bahia (BA),2,Silver
CLI-50605,55,São Paulo (SP),4,Gold
CLI-14128,57,Bahia (BA),4,Gold
CLI-20262,30,Minas Gerais (MG),1,Silver
CLI-32749,30,Paraná (PR),1,Silver
CLI-63269,43,São Paulo (SP),4,Gold
CLI-32568,31,Paraná (PR),2,Silver
CLI-72954,20,São Paulo (SP),3,Gold
CLI-86515,29,São Paulo (SP),4,Gold
CLI-55427,59,Rio de Janeiro (RJ),2,Silver
CLI-15965,53,Rio de Janeiro (RJ),4,Gold
CLI-12826,24,São Paulo (SP),3,Gold
CLI-39564,56,São Paulo (SP),3,Gold
CLI-22216,51,Paraná (PR),2,Silver
CLI-88517,50,Rio de Janeiro (RJ),1,Silver
CLI-89159,53,Rio de Janeiro (RJ),4,Gold
CLI-45339,39,Minas Gerais (MG),2,Silver
CLI-71829,33,Minas Gerais (MG),4,Gold
CLI-52198,35,Bahia (BA),2,Silver
CLI-50021,43,Minas Gerais (MG),2,Silver
CLI-71934,25,Bahia (BA),4,Gold
CLI-54961,53,São Paulo (SP),4,Gold
CLI-56692,51,São Paulo (SP),4,Gold
CLI-70674,63,São Paulo (SP),2,Silver
CLI-71060,47,Rio de Janeiro (RJ),2,Silver
CLI-70473,18,Paraná (PR),1,Silver
CLI-58364,48,Rio de Janeiro (RJ),3,Gold
CLI-62810,56,Bahia (BA),3,Gold
CLI-69452,42,Bahia (BA),1,Silver
CLI-47143,32,Paraná (PR),3,Gold
CLI-30163,30,Bahia (BA),1,Silver
CLI-99179,56,Bahia (BA),3,Gold
CLI-64890,62,Minas Gerais (MG),1,Silver
CLI-44648,35,Bahia (BA),2,Silver
CLI-31801,57,Rio de Janeiro (RJ),4,Gold
CLI-13900,59,Rio de Janeiro (RJ),2,Silver
CLI-90004,18,Minas Gerais (MG),1,Silver
CLI-97804,50,Bahia (BA),1,Silver
CLI-41884,59,Paraná (PR),2,Silver
CLI-30808,50,Rio de Janeiro (RJ),1,Silver
CLI-63298,36,Minas Gerais (MG),3,Gold
CLI-27934,56,Minas Gerais (MG),3,Gold
CLI-37216,23,Bahia (BA),2,Silver
CLI-91209,25,São Paulo (SP),4,Gold
CLI-39301,52,Paraná (PR),3,Gold
CLI-99038,54,São Paulo (SP),4,Gold
CLI-81880,24,Minas Gerais (MG),3,Gold
CLI-46189,20,Paraná (PR),3,Gold
CLI-23940,46,Minas Gerais (MG),1,Silver
CLI-98418,46,Bahia (BA),1,Silver
CLI-62279,29,Paraná (PR),4,Gold
CLI-42647,32,Rio de Janeiro (RJ),3,Gold
CLI-58139,22,Paraná (PR),1,Silver
CLI-35219,38,São Paulo (SP),4,Gold
CLI-83237,38,Paraná (PR),1,Silver
CLI-98914,48,São Paulo (SP),4,Gold
CLI-56991,28,Minas Gerais (MG),3,Gold
CLI-12175,26,Paraná (PR),1,Silver
CLI-97763,56,Rio de Janeiro (RJ),3,Gold
CLI-44882,49,Rio de Janeiro (RJ),4,Gold
CLI-94548,59,Paraná (PR),2,Silver
CLI-56595,25,Minas Gerais (MG),4,Gold
CLI-37063,33,Minas Gerais (MG),4,Gold
CLI-40642,57,Bahia (BA),4,Gold
CLI-16517,28,Minas Gerais (MG),3,Gold
CLI-27206,40,Rio de Janeiro (RJ),3,Gold
CLI-87915,47,Rio de Janeiro (RJ),2,Silver
CLI-76952,41,Paraná (PR),4,Gold
CLI-76648,53,Bahia (BA),4,Gold
CLI-43786,65,São Paulo (SP),4,Gold
CLI-46441,52,Rio de Janeiro (RJ),3,Gold
CLI-66169,20,São Paulo (SP),3,Gold
CLI-55394,46,Paraná (PR),1,Silver
CLI-77729,46,Minas Gerais (MG),1,Silver
CLI-88548,21,Paraná (PR),4,Gold
CLI-48706,18,São Paulo (SP),1,Silver
CLI-66594,31,Paraná (PR),2,Silver
CLI-26399,21,Rio de Janeiro (RJ),4,Gold
CLI-19120,39,Paraná (PR),2,Silver
CLI-20461,40,Bahia (BA),3,Gold
CLI-58964,33,Minas Gerais (MG),4,Gold
CLI-79995,60,Minas Gerais (MG),3,Gold
CLI-63075,60,Paraná (PR),3,Gold
CLI-32329,44,São Paulo (SP),4,Gold
CLI-20940,54,São Paulo (SP),4,Gold
CLI-73634,64,São Paulo (SP),3,Gold
CLI-20542,23,São Paulo (SP),2,Silver
CLI-74141,38,Bahia (BA),1,Silver
CLI-86604,56,Minas Gerais (MG),3,Gold
CLI-64833,19,São Paulo (SP),2,Silver
CLI-93280,50,Paraná (PR),1,Silver
CLI-88066,22,Rio de Janeiro (RJ),1,Silver
CLI-11683,60,Bahia (BA),3,Gold
CLI-77791,57,São Paulo (SP),4,Gold
CLI-36148,42,Rio de Janeiro (RJ),1,Silver
CLI-72486,18,Bahia (BA),1,Silver
CLI-16650,63,Bahia (BA),2,Silver
CLI-83914,64,Paraná (PR),3,Gold
CLI-71753,20,Rio de Janeiro (RJ),3,Gold
CLI-88942,46,Bahia (BA),1,Silver
CLI-25414,33,Rio de Janeiro (RJ),4,Gold
CLI-18021,30,São Paulo (SP),1,Silver
CLI-87479,61,Minas Gerais (MG),4,Gold
CLI-86079,53,São Paulo (SP),4,Gold
CLI-74505,47,Bahia (BA),2,Silver
CLI-37082,20,Paraná (PR),3,Gold
CLI-73589,53,Paraná (PR),4,Gold
CLI-85771,25,São Paulo (SP),4,Gold
CLI-13097,22,Paraná (PR),1,Silver
CLI-11426,43,Rio de Janeiro (RJ),2,Silver
CLI-56497,61,Paraná (PR),4,Gold
CLI-30042,35,São Paulo (SP),4,Gold
CLI-97864,30,Minas Gerais (MG),1,Silver
CLI-16253,40,Rio de Janeiro (RJ),3,Gold
CLI-20981,57,Bahia (BA),4,Gold
CLI-59967,62,Paraná (PR),1,Silver
CLI-22167,24,São Paulo (SP),3,Gold
CLI-48904,53,Bahia (BA),4,Gold
CLI-39573,46,Bahia (BA),1,Silver
CLI-23467,19,Bahia (BA),2,Silver
CLI-24638,30,Rio de Janeiro (RJ),1,Silver
CLI-10021,51,São Paulo (SP),4,Gold
CLI-72679,36,Bahia (BA),3,Gold
CLI-51346,21,São Paulo (SP),4,Gold
CLI-26076,38,Paraná (PR),1,Silver
CLI-34357,50,Rio de Janeiro (RJ),1,Silver
CLI-20383,34,Bahia (BA),1,Silver
CLI-11870,65,Paraná (PR),4,Gold
CLI-79210,47,Bahia (BA),2,Silver
CLI-95088,34,Minas Gerais (MG),1,Silver
CLI-30813,61,São Paulo (SP),4,Gold
CLI-65905,24,São Paulo (SP),3,Gold
CLI-23395,59,São Paulo (SP),2,Silver
CLI-36885,49,Minas Gerais (MG),4,Gold
CLI-19487,63,Minas Gerais (MG),2,Silver
CLI-13217,43,Minas Gerais (MG),2,Silver
CLI-59588,58,Paraná (PR),1,Silver
CLI-61164,37,São Paulo (SP),4,Gold
CLI-70942,43,Paraná (PR),2,Silver
CLI-79079,33,Minas Gerais (MG),4,Gold
CLI-18630,37,Paraná (PR),4,Gold
CLI-56180,38,São Paulo (SP),4,Gold
CLI-26347,36,Paraná (PR),3,Gold
CLI-19193,49,Paraná (PR),4,Gold
CLI-38328,53,Minas Gerais (MG),4,Gold
CLI-16984,59,Minas Gerais (MG),2,Silver
CLI-45669,24,Bahia (BA),3,Gold
CLI-87890,53,Bahia (BA),4,Gold
CLI-34317,59,Paraná (PR),2,Silver
CLI-93078,21,Minas Gerais (MG),4,Gold
CLI-20007,34,Minas Gerais (MG),1,Silver
CLI-36303,49,Rio de Janeiro (RJ),4,Gold
CLI-40997,60,Bahia (BA),3,Gold
CLI-50079,30,Rio de Janeiro (RJ),1,Silver
CLI-78483,20,Minas Gerais (MG),3,Gold
CLI-32421,46,Paraná (PR),1,Silver
CLI-93032,59,Minas Gerais (MG),2,Silver
CLI-25645,51,Minas Gerais (MG),2,Silver
CLI-17081,23,Paraná (PR),2,Silver
CLI-11221,41,Bahia (BA),4,Gold
CLI-37097,51,São Paulo (SP),4,Gold
CLI-89932,51,Bahia (BA),2,Silver
CLI-10620,51,Minas Gerais (MG),2,Silver
CLI-55611,27,Bahia (BA),2,Silver
CLI-96714,46,Paraná (PR),1,Silver
CLI-31011,61,Rio de Janeiro (RJ),4,Gold
CLI-23212,29,São Paulo (SP),4,Gold
CLI-30577,41,Minas Gerais (MG),4,Gold
CLI-82440,24,Bahia (BA),3,Gold
CLI-65527,26,Minas Gerais (MG),1,Silver
CLI-31694,32,Paraná (PR),3,Gold
CLI-16512,63,Minas Gerais (MG),2,Silver
CLI-99532,35,Minas Gerais (MG),2,Silver
CLI-59087,46,São Paulo (SP),4,Gold
CLI-83447,28,Paraná (PR),3,Gold
CLI-51920,65,Paraná (PR),4,Gold
CLI-46742,19,Bahia (BA),2,Silver
CLI-57287,51,Bahia (BA),2,Silver
CLI-13789,63,Minas Gerais (MG),2,Silver
CLI-42347,20,São Paulo (SP),3,Gold
CLI-11846,65,Minas Gerais (MG),4,Gold
CLI-84323,41,Rio de Janeiro (RJ),4,Gold
CLI-80771,36,São Paulo (SP),4,Gold
CLI-34960,30,Bahia (BA),1,Silver
CLI-82695,51,Bahia (BA),2,Silver
CLI-84112,45,Minas Gerais (MG),4,Gold
CLI-65934,25,Rio de Janeiro (RJ),4,Gold
CLI-66822,48,Rio de Janeiro (RJ),3,Gold
CLI-51475,44,Paraná (PR),3,Gold
CLI-48273,63,Rio de Janeiro (RJ),2,Silver
CLI-96758,38,Bahia (BA),1,Silver
CLI-96719,53,Paraná (PR),4,Gold
CLI-63666,64,São Paulo (SP),3,Gold
CLI-43077,29,Bahia (BA),4,Gold
CLI-35793,52,Minas Gerais (MG),3,Gold
CLI-69970,59,Bahia (BA),2,Silver
CLI-71189,27,Paraná (PR),2,Silver
CLI-87021,48,Paraná (PR),3,Gold
CLI-93982,36,Bahia (BA),3,Gold
CLI-12495,54,Minas Gerais (MG),1,Silver
CLI-50566,29,Rio de Janeiro (RJ),4,Gold
CLI-58104,26,Bahia (BA),1,Silver
CLI-91453,48,São Paulo (SP),4,Gold
CLI-57780,26,Rio de Janeiro (RJ),1,Silver
CLI-53113,57,Bahia (BA),4,Gold
CLI-46360,60,Paraná (PR),3,Gold
CLI-71707,42,São Paulo (SP),4,Gold
CLI-74510,53,Paraná (PR),4,Gold
CLI-75419,49,Bahia (BA),4,Gold
CLI-39310,61,Bahia (BA),4,Gold
CLI-81818,18,Minas Gerais (MG),1,Silver
CLI-46046,49,Minas Gerais (MG),4,Gold
CLI-36740,46,Bahia (BA),1,Silver
CLI-27847,50,São Paulo (SP),4,Gold
CLI-64697,18,Bahia (BA),1,Silver
CLI-20517,31,São Paulo (SP),2,Silver
CLI-91747,52,Bahia (BA),3,Gold
CLI-99416,21,Rio de Janeiro (RJ),4,Gold
CLI-18458,41,São Paulo (SP),4,Gold
CLI-35126,18,Minas Gerais (MG),1,Silver
CLI-81205,22,Paraná (PR),1,Silver
CLI-15088,31,Paraná (PR),2,Silver
CLI-88953,38,Bahia (BA),1,Silver
CLI-39087,65,Paraná (PR),4,Gold
CLI-95667,26,Paraná (PR),1,Silver
CLI-33417,42,Minas Gerais (MG),1,Silver
CLI-30436,36,Minas Gerais (MG),3,Gold
CLI-68412,45,Paraná (PR),4,Gold
CLI-89470,22,Paraná (PR),1,Silver
CLI-33642,43,Minas Gerais (MG),2,Silver
CLI-74901,46,Bahia (BA),1,Silver
CLI-71316,29,São Paulo (SP),4,Gold
CLI-93781,18,São Paulo (SP),1,Silver
CLI-79246,28,Paraná (PR),3,Gold
CLI-12485,33,Rio de Janeiro (RJ),4,Gold
CLI-21409,37,Minas Gerais (MG),4,Gold
CLI-37727,56,São Paulo (SP),3,Gold
CLI-82144,18,São Paulo (SP),1,Silver
CLI-50221,25,Bahia (BA),4,Gold
CLI-63018,61,Bahia (BA),4,Gold
CLI-84262,54,São Paulo (SP),4,Gold
CLI-47710,29,Paraná (PR),4,Gold
CLI-75956,35,São Paulo (SP),4,Gold
CLI-35901,29,Minas Gerais (MG),4,Gold
CLI-73418,42,São Paulo (SP),4,Gold
CLI-48510,24,Rio de Janeiro (RJ),3,Gold
CLI-47936,61,São Paulo (SP),4,Gold
CLI-42897,49,Minas Gerais (MG),4,Gold
CLI-40254,53,São Paulo (SP),4,Gold
CLI-12501,55,Rio de Janeiro (RJ),2,Silver
CLI-87948,65,São Paulo (SP),4,Gold
CLI-23935,33,São Paulo (SP),4,Gold
CLI-73466,28,Rio de Janeiro (RJ),3,Gold
CLI-59026,48,São Paulo (SP),4,Gold
CLI-45509,40,Paraná (PR),3,Gold
CLI-30918,57,Paraná (PR),4,Gold
CLI-43800,38,Paraná (PR),1,Silver
CLI-36908,26,Minas Gerais (MG),1,Silver
CLI-22074,32,São Paulo (SP),3,Gold
CLI-44807,19,São Paulo (SP),2,Silver
CLI-75540,57,Bahia (BA),4,Gold
CLI-11181,60,Paraná (PR),3,Gold
CLI-92373,41,Minas Gerais (MG),4,Gold
CLI-96700,58,Bahia (BA),1,Silver
