cliente_id,idade,estado_residencia,qtd_produtos_adquiridos,categoria_fidelidade
CLI-9236,64,São Paulo (SP),3,Gold
CLI-6957,18,São Paulo (SP),1,Silver
CLI-5961,65,São Paulo (SP),4,Gold
CLI-3012,46,Minas Gerais (MG),1,Silver
CLI-5413,60,Minas Gerais (MG),3,Gold
CLI-9580,22,Rio de Janeiro (RJ),1,Silver
CLI-8391,55,São Paulo (SP),4,Gold
CLI-4549,24,Rio de Janeiro (RJ),3,Gold
CLI-2832,46,Rio de Janeiro (RJ),1,Silver
CLI-6171,35,Paraná (PR),2,Silver
CLI-8507,44,Rio de Janeiro (RJ),3,Gold
CLI-3862,28,São Paulo (SP),3,Gold
CLI-8509,35,Minas Gerais (MG),2,Silver
CLI-7077,31,São Paulo (SP),2,Silver
CLI-1371,58,Rio de Janeiro (RJ),1,Silver
CLI-1248,28,Minas Gerais (MG),3,Gold
CLI-9820,60,Paraná (PR),3,Gold
CLI-1089,36,São Paulo (SP),4,Gold
CLI-1856,48,São Paulo (SP),4,Gold
CLI-9974,58,Bahia (BA),1,Silver
CLI-5143,21,São Paulo (SP),4,Gold
CLI-3863,39,Rio de Janeiro (RJ),2,Silver
CLI-7103,57,Minas Gerais (MG),4,Gold
CLI-8117,18,Rio de Janeiro (RJ),1,Silver
CLI-3283,32,Rio de Janeiro (RJ),3,Gold
CLI-5119,29,Rio de Janeiro (RJ),4,Gold
CLI-4833,34,São Paulo (SP),1,Silver
CLI-9913,25,Paraná (PR),4,Gold
CLI-5763,28,Paraná (PR),3,Gold
CLI-6294,31,Rio de Janeiro (RJ),2,Silver
CLI-9437,33,Bahia (BA),4,Gold
CLI-4271,64,Rio de Janeiro (RJ),3,Gold
CLI-9640,46,Bahia (BA),1,Silver
CLI-3085,42,Paraná (PR),1,Silver
CLI-7183,18,Minas Gerais (MG),1,Silver
CLI-3593,55,Minas Gerais (MG),2,Silver
CLI-8755,54,Bahia (BA),1,Silver
CLI-8677,38,Paraná (PR),1,Silver
CLI-2128,53,São Paulo (SP),4,Gold
CLI-2980,32,Bahia (BA),3,Gold
CLI-9879,36,Rio de Janeiro (RJ),3,Gold
CLI-5870,24,Paraná (PR),3,Gold
CLI-8737,41,Rio de Janeiro (RJ),4,Gold
CLI-8145,60,Bahia (BA),3,Gold
CLI-6498,49,Bahia (BA),4,Gold
CLI-8401,45,Bahia (BA),4,Gold
CLI-1231,57,Bahia (BA),4,Gold
CLI-4602,40,Paraná (PR),3,Gold
CLI-5658,47,Paraná (PR),2,Silver
CLI-5959,26,Rio de Janeiro (RJ),1,Silver
CLI-2107,30,Bahia (BA),1,Silver
CLI-5019,18,Rio de Janeiro (RJ),1,Silver
CLI-1951,20,Paraná (PR),3,Gold
CLI-7808,41,Paraná (PR),4,Gold
CLI-7933,23,São Paulo (SP),2,Silver
CLI-3312,59,Paraná (PR),2,Silver
CLI-4762,58,Minas Gerais (MG),1,Silver
CLI-1981,39,Minas Gerais (MG),2,Silver
CLI-4116,32,Paraná (PR),3,Gold
CLI-7938,37,São Paulo (SP),4,Gold
CLI-7430,29,São Paulo (SP),4,Gold
CLI-1103,18,Paraná (PR),1,Silver
CLI-4242,65,São Paulo (SP),4,Gold
CLI-9184,25,São Paulo (SP),4,Gold
CLI-7445,45,Bahia (BA),4,Gold
CLI-8392,51,Rio de Janeiro (RJ),2,Silver
CLI-3945,56,Paraná (PR),3,Gold
CLI-2249,60,São Paulo (SP),3,Gold
CLI-6894,60,Minas Gerais (MG),3,Gold
CLI-6497,26,Paraná (PR),1,Silver
CLI-3454,57,Minas Gerais (MG),4,Gold
CLI-5835,58,Rio de Janeiro (RJ),1,Silver
CLI-7550,49,São Paulo (SP),4,Gold
CLI-5166,54,Bahia (BA),1,Silver
CLI-1523,25,Bahia (BA),4,Gold
CLI-7967,61,Bahia (BA),4,Gold
CLI-1696,64,Bahia (BA),3,Gold
CLI-9628,29,São Paulo (SP),4,Gold
CLI-4220,32,Bahia (BA),3,Gold
CLI-3622,41,Bahia (BA),4,Gold
CLI-1835,29,Bahia (BA),4,Gold
CLI-3217,49,Minas Gerais (MG),4,Gold
CLI-8375,62,Rio de Janeiro (RJ),1,Silver
CLI-5065,47,São Paulo (SP),4,Gold
CLI-3177,57,Minas Gerais (MG),4,Gold
CLI-8880,35,Rio de Janeiro (RJ),2,Silver
CLI-8907,64,Rio de Janeiro (RJ),3,Gold
CLI-3082,36,Rio de Janeiro (RJ),3,Gold
CLI-4344,63,Bahia (BA),2,Silver
CLI-8927,51,Rio de Janeiro (RJ),2,Silver
CLI-2485,31,Rio de Janeiro (RJ),2,Silver
CLI-6031,31,Minas Gerais (MG),2,Silver
CLI-9307,43,Minas Gerais (MG),2,Silver
CLI-1565,26,Bahia (BA),1,Silver
CLI-1695,22,Minas Gerais (MG),1,Silver
CLI-3163,41,Bahia (BA),4,Gold
CLI-1731,60,Paraná (PR),3,Gold
CLI-8777,55,Minas Gerais (MG),2,Silver
CLI-3738,18,São Paulo (SP),1,Silver
CLI-1079,64,Minas Gerais (MG),3,Gold
CLI-3165,58,São Paulo (SP),1,Silver
CLI-5440,41,Minas Gerais (MG),4,Gold
CLI-9091,18,Paraná (PR),1,Silver
CLI-7178,22,São Paulo (SP),1,Silver
CLI-7850,61,Minas Gerais (MG),4,Gold
CLI-2588,28,Paraná (PR),3,Gold
CLI-2283,21,São Paulo (SP),4,Gold
CLI-4388,62,São Paulo (SP),1,Silver
CLI-6848,19,Paraná (PR),2,Silver
CLI-9868,22,Bahia (BA),1,Silver
CLI-2222,58,Minas Gerais (MG),1,Silver
CLI-9360,43,São Paulo (SP),4,Gold
CLI-8249,27,São Paulo (SP),2,Silver
CLI-9362,49,Rio de Janeiro (RJ),4,Gold
CLI-6059,56,Minas Gerais (MG),3,Gold
CLI-4067,41,São Paulo (SP),4,Gold
CLI-6712,38,Paraná (PR),1,Silver
CLI-5067,46,São Paulo (SP),4,Gold
CLI-8741,58,Bahia (BA),1,Silver
CLI-2555,56,São Paulo (SP),3,Gold
CLI-9359,29,Paraná (PR),4,Gold
CLI-5500,63,Rio de Janeiro (RJ),2,Silver
CLI-7094,52,Rio de Janeiro (RJ),3,Gold
CLI-7829,56,Bahia (BA),3,Gold
CLI-2328,34,São Paulo (SP),1,Silver
CLI-7862,26,Paraná (PR),1,Silver
CLI-1379,31,Bahia (BA),2,Silver
CLI-8135,30,São Paulo (SP),1,Silver
CLI-4804,32,São Paulo (SP),3,Gold
CLI-4306,41,Paraná (PR),4,Gold
CLI-1441,57,São Paulo (SP),4,Gold
CLI-5243,28,Paraná (PR),3,Gold
CLI-5546,64,Bahia (BA),3,Gold
CLI-4871,31,Bahia (BA),2,Silver
CLI-8051,65,Rio de Janeiro (RJ),4,Gold
CLI-8824,39,Rio de Janeiro (RJ),2,Silver
CLI-1821,50,Rio de Janeiro (RJ),1,Silver
CLI-7890,61,Paraná (PR),4,Gold
CLI-2643,25,Rio de Janeiro (RJ),4,Gold
CLI-9881,46,Bahia (BA),1,Silver
CLI-6772,43,Rio de Janeiro (RJ),2,Silver
CLI-3674,50,Rio de Janeiro (RJ),1,Silver
CLI-6268,47,Bahia (BA),2,Silver
CLI-6022,39,Paraná (PR),2,Silver
CLI-8771,36,Rio de Janeiro (RJ),3,Gold
CLI-5358,32,Rio de Janeiro (RJ),3,Gold
CLI-1156,26,Minas Gerais (MG),1,Silver
CLI-1430,27,São Paulo (SP),2,Silver
CLI-4939,53,Bahia (BA),4,Gold
CLI-3898,54,Rio de Janeiro (RJ),1,Silver
CLI-3558,54,São Paulo (SP),4,Gold
CLI-8469,54,Minas Gerais (MG),1,Silver
CLI-7627,24,Minas Gerais (MG),3,Gold
CLI-9774,63,Rio de Janeiro (RJ),2,Silver
CLI-6396,40,Paraná (PR),3,Gold
CLI-5579,37,Rio de Janeiro (RJ),4,Gold
CLI-8803,21,Rio de Janeiro (RJ),4,Gold
CLI-7918,28,Paraná (PR),3,Gold
CLI-1382,43,Paraná (PR),2,Silver
CLI-8979,36,Bahia (BA),3,Gold
CLI-4369,47,Paraná (PR),2,Silver
CLI-1610,47,Minas Gerais (MG),2,Silver
CLI-8635,40,Rio de Janeiro (RJ),3,Gold
CLI-4239,54,Minas Gerais (MG),1,Silver
CLI-2682,52,São Paulo (SP),4,Gold
CLI-6004,39,Minas Gerais (MG),2,Silver
CLI-5568,56,Paraná (PR),3,Gold
CLI-6943,18,Rio de Janeiro (RJ),1,Silver
CLI-4652,48,São Paulo (SP),4,Gold
CLI-7052,20,Paraná (PR),3,Gold
CLI-5716,60,Bahia (BA),3,Gold
CLI-7126,61,Bahia (BA),4,Gold
CLI-1600,24,Bahia (BA),3,Gold
CLI-6027,18,Rio de Janeiro (RJ),1,Silver
CLI-8073,35,Rio de Janeiro (RJ),2,Silver
CLI-6282,63,Bahia (BA),2,Silver
CLI-1425,42,Rio de Janeiro (RJ),1,Silver
CLI-9116,50,São Paulo (SP),4,Gold
CLI-3651,29,Paraná (PR),4,Gold
CLI-5003,21,Bahia (BA),4,Gold
CLI-5838,19,Minas Gerais (MG),2,Silver
CLI-8779,26,São Paulo (SP),1,Silver
CLI-2723,36,Rio de Janeiro (RJ),3,Gold
CLI-4349,56,Minas Gerais (MG),3,Gold
CLI-5675,52,Minas Gerais (MG),3,Gold
CLI-1086,31,São Paulo (SP),2,Silver
CLI-1345,26,Bahia (BA),1,Silver
CLI-3476,33,Bahia (BA),4,Gold
CLI-5478,60,São Paulo (SP),3,Gold
CLI-6852,64,Minas Gerais (MG),3,Gold
CLI-8364,32,Minas Gerais (MG),3,Gold
CLI-2591,45,São Paulo (SP),4,Gold
CLI-8572,29,Bahia (BA),4,Gold
CLI-9993,41,Bahia (BA),4,Gold
CLI-8063,30,Rio de Janeiro (RJ),1,Silver
CLI-2323,30,Paraná (PR),1,Silver
CLI-1956,46,Paraná (PR),1,Silver
CLI-8671,51,São Paulo (SP),4,Gold
CLI-6724,50,Minas Gerais (MG),1,Silver
CLI-5777,49,Paraná (PR),4,Gold
CLI-5599,23,Minas Gerais (MG),2,Silver
CLI-6926,18,Minas Gerais (MG),1,Silver
CLI-8830,35,Bahia (BA),2,Silver
CLI-3783,42,Paraná (PR),1,Silver
CLI-6853,44,Rio de Janeiro (RJ),3,Gold
CLI-4063,44,Bahia (BA),3,Gold
CLI-5619,61,Paraná (PR),4,Gold
CLI-4593,36,Minas Gerais (MG),3,Gold
CLI-9920,31,Rio de Janeiro (RJ),2,Silver
CLI-8070,29,São Paulo (SP),4,Gold
CLI-6484,55,Paraná (PR),2,Silver
CLI-4017,65,Minas Gerais (MG),4,Gold
CLI-1404,49,Paraná (PR),4,Gold
CLI-1857,60,Bahia (BA),3,Gold
CLI-4779,55,Paraná (PR),2,Silver
CLI-5815,40,Minas Gerais (MG),3,Gold
CLI-1303,62,Bahia (BA),1,Silver
CLI-5765,48,Rio de Janeiro (RJ),3,Gold
CLI-8611,32,São Paulo (SP),3,Gold
CLI-8382,62,São Paulo (SP),1,Silver
CLI-3398,56,Paraná (PR),3,Gold
CLI-2275,43,Paraná (PR),2,Silver
CLI-2579,50,Rio de Janeiro (RJ),1,Silver
CLI-2786,46,Minas Gerais (MG),1,Silver
CLI-3263,21,Minas Gerais (MG),4,Gold
CLI-5934,60,Paraná (PR),3,Gold
CLI-1159,31,Minas Gerais (MG),2,Silver
CLI-4338,19,Rio de Janeiro (RJ),2,Silver
CLI-9474,18,Paraná (PR),1,Silver
CLI-2868,46,Minas Gerais (MG),1,Silver
CLI-3316,24,Minas Gerais (MG),3,Gold
CLI-8312,65,Rio de Janeiro (RJ),4,Gold
CLI-3199,21,Minas Gerais (MG),4,Gold
CLI-1937,34,São Paulo (SP),1,Silver
CLI-7545,24,Bahia (BA),3,Gold
CLI-9480,39,Rio de Janeiro (RJ),2,Silver
CLI-6338,52,Paraná (PR),3,Gold
CLI-6527,40,Minas Gerais (MG),3,Gold
CLI-4926,36,Minas Gerais (MG),3,Gold
CLI-6370,60,São Paulo (SP),3,Gold
CLI-8256,51,Paraná (PR),2,Silver
CLI-7591,45,Paraná (PR),4,Gold
CLI-3626,53,Minas Gerais (MG),4,Gold
CLI-4091,43,Minas Gerais (MG),2,Silver
CLI-3245,37,Bahia (BA),4,Gold
CLI-2744,24,São Paulo (SP),3,Gold
CLI-4575,55,Bahia (BA),2,Silver
CLI-6357,62,Minas Gerais (MG),1,Silver
CLI-2039,47,São Paulo (SP),4,Gold
CLI-9522,62,Bahia (BA),1,Silver
CLI-8508,32,Minas Gerais (MG),3,Gold
CLI-2347,27,Paraná (PR),2,Silver
CLI-3157,25,Bahia (BA),4,Gold
CLI-1047,46,Rio de Janeiro (RJ),1,Silver
CLI-8967,26,Rio de Janeiro (RJ),1,Silver
CLI-1879,39,Bahia (BA),2,Silver
CLI-5679,54,Bahia (BA),1,Silver
CLI-2294,28,Minas Gerais (MG),3,Gold
CLI-1983,20,Minas Gerais (MG),3,Gold
CLI-4948,44,Bahia (BA),3,Gold
CLI-5842,46,Minas Gerais (MG),1,Silver
CLI-8088,21,Paraná (PR),4,Gold
CLI-8511,19,Paraná (PR),2,Silver
CLI-4703,23,São Paulo (SP),2,Silver
CLI-4864,21,Minas Gerais (MG),4,Gold
CLI-5098,64,Minas Gerais (MG),3,Gold
CLI-4817,60,Paraná (PR),3,Gold
CLI-8273,18,Paraná (PR),1,Silver
CLI-9143,56,Rio de Janeiro (RJ),3,Gold
CLI-5967,49,Paraná (PR),4,Gold
CLI-9590,53,Minas Gerais (MG),4,Gold
CLI-8149,57,Bahia (BA),4,Gold
CLI-1381,45,São Paulo (SP),4,Gold
CLI-1704,59,Paraná (PR),2,Silver
CLI-2158,54,Rio de Janeiro (RJ),1,Silver
CLI-2889,20,Rio de Janeiro (RJ),3,Gold
CLI-9517,34,Paraná (PR),1,Silver
CLI-1829,25,Paraná (PR),4,Gold
CLI-1572,60,Rio de Janeiro (RJ),3,Gold
CLI-5977,24,Bahia (BA),3,Gold
CLI-6658,35,Paraná (PR),2,Silver
CLI-1428,56,Bahia (BA),3,Gold
CLI-6825,46,Paraná (PR),1,Silver
CLI-4236,62,Paraná (PR),1,Silver
CLI-7596,35,Rio de Janeiro (RJ),2,Silver
CLI-3186,25,Rio de Janeiro (RJ),4,Gold
CLI-4463,38,Bahia (BA),1,Silver
CLI-5326,40,Paraná (PR),3,Gold
CLI-9699,24,Minas Gerais (MG),3,Gold
CLI-5728,47,São Paulo (SP),4,Gold
CLI-4991,33,São Paulo (SP),4,Gold
CLI-2560,18,Bahia (BA),1,Silver
CLI-2968,50,Paraná (PR),1,Silver
CLI-7129,35,Minas Gerais (MG),2,Silver
CLI-8622,61,Minas Gerais (MG),4,Gold
CLI-1735,41,Minas Gerais (MG),4,Gold
CLI-7045,48,São Paulo (SP),4,Gold
CLI-1811,55,São Paulo (SP),4,Gold
CLI-4968,20,São Paulo (SP),3,Gold
CLI-8928,26,Rio de Janeiro (RJ),1,Silver
CLI-6803,35,Paraná (PR),2,Silver
CLI-9115,47,Bahia (BA),2,Silver
CLI-7046,47,Rio de Janeiro (RJ),2,Silver
CLI-1642,41,Minas Gerais (MG),4,Gold
CLI-8021,60,São Paulo (SP),3,Gold
CLI-4252,33,São Paulo (SP),4,Gold
CLI-2258,62,São Paulo (SP),1,Silver
CLI-9320,34,Rio de Janeiro (RJ),1,Silver
CLI-2182,48,Paraná (PR),3,Gold
CLI-2566,20,Bahia (BA),3,Gold
CLI-6670,55,Paraná (PR),2,Silver
CLI-5718,24,Paraná (PR),3,Gold
CLI-7653,41,Rio de Janeiro (RJ),4,Gold
CLI-9856,49,Minas Gerais (MG),4,Gold
CLI-5539,39,Bahia (BA),2,Silver
CLI-7229,51,São Paulo (SP),4,Gold
CLI-5116,63,São Paulo (SP),2,Silver
CLI-9176,54,Paraná (PR),1,Silver
CLI-3613,49,Paraná (PR),4,Gold
CLI-7942,22,Bahia (BA),1,Silver
CLI-9193,18,Bahia (BA),1,Silver
CLI-3461,65,Minas Gerais (MG),4,Gold
CLI-6968,38,Rio de Janeiro (RJ),1,Silver
CLI-1424,32,Rio de Janeiro (RJ),3,Gold
CLI-5457,18,Paraná (PR),1,Silver
CLI-3040,61,Bahia (BA),4,Gold
CLI-8482,26,Minas Gerais (MG),1,Silver
CLI-7393,19,Bahia (BA),2,Silver
CLI-3480,32,Minas Gerais (MG),3,Gold
CLI-6168,54,Bahia (BA),1,Silver
CLI-1293,53,Minas Gerais (MG),4,Gold
CLI-8996,23,Rio de Janeiro (RJ),2,Silver
CLI-7845,31,Rio de Janeiro (RJ),2,Silver
CLI-9148,26,Bahia (BA),1,Silver
CLI-4160,38,São Paulo (SP),4,Gold
CLI-8496,35,São Paulo (SP),4,Gold
CLI-8770,27,Rio de Janeiro (RJ),2,Silver
CLI-8350,37,Paraná (PR),4,Gold
CLI-8629,43,Minas Gerais (MG),2,Silver
CLI-1476,46,Bahia (BA),1,Silver
CLI-9370,62,Paraná (PR),1,Silver
CLI-6063,33,Bahia (BA),4,Gold
CLI-7324,41,São Paulo (SP),4,Gold
CLI-2247,27,Rio de Janeiro (RJ),2,Silver
CLI-3028,47,Bahia (BA),2,Silver
CLI-4981,56,São Paulo (SP),3,Gold
CLI-3019,31,Rio de Janeiro (RJ),2,Silver
CLI-5672,30,Bahia (BA),1,Silver
CLI-4356,26,Minas Gerais (MG),1,Silver
CLI-8087,35,Rio de Janeiro (RJ),2,Silver
CLI-8795,59,Paraná (PR),2,Silver
CLI-3773,56,Bahia (BA),3,Gold
CLI-6340,20,Paraná (PR),3,Gold
CLI-1547,47,São Paulo (SP),4,Gold
CLI-1304,49,Bahia (BA),4,Gold
CLI-6223,21,Minas Gerais (MG),4,Gold
CLI-4202,43,Paraná (PR),2,Silver
CLI-9017,21,Rio de Janeiro (RJ),4,Gold
CLI-8930,19,São Paulo (SP),2,Silver
CLI-6336,27,Minas Gerais (MG),2,Silver
CLI-7074,40,Bahia (BA),3,Gold
CLI-6749,27,Rio de Janeiro (RJ),2,Silver
CLI-7728,56,Bahia (BA),3,Gold
CLI-8210,31,Paraná (PR),2,Silver
CLI-9566,59,Paraná (PR),2,Silver
CLI-9052,40,Paraná (PR),3,Gold
CLI-3663,25,Bahia (BA),4,Gold
CLI-6258,41,Bahia (BA),4,Gold
CLI-9934,28,Paraná (PR),3,Gold
CLI-9848,46,Bahia (BA),1,Silver
CLI-8529,29,Paraná (PR),4,Gold
CLI-5352,25,Bahia (BA),4,Gold
CLI-7213,30,Rio de Janeiro (RJ),1,Silver
CLI-7959,63,São Paulo (SP),2,Silver
CLI-1131,31,Minas Gerais (MG),2,Silver
CLI-9058,38,São Paulo (SP),4,Gold
CLI-3258,45,Bahia (BA),4,Gold
CLI-6726,21,Rio de Janeiro (RJ),4,Gold
CLI-7413,35,Paraná (PR),2,Silver
CLI-7199,30,Bahia (BA),1,Silver
CLI-7668,62,Bahia (BA),1,Silver
CLI-1442,52,Bahia (BA),3,Gold
CLI-4314,54,São Paulo (SP),4,Gold
CLI-6969,38,Bahia (BA),1,Silver
CLI-6105,53,Minas Gerais (MG),4,Gold
